wavelength,water,ponderosa,gypsum,basalt,limestone,sandstone,siltstone,shale
844.0,0.0097547961765195,0.6255432000000019,0.4642636,0.09745325000000002,0.5129,0.46047790000000005,0.4025175,0.146338
854.18,0.0097493017382768,0.6301950749999994,0.46447607999999996,0.09990879750000001,0.51335,0.460366668,0.40244126,0.14756902
864.35,0.0097662217827066,0.6337624333333306,0.46450584,0.1022676175,0.51446375,0.46219270749999997,0.4025681,0.149010025
874.53,0.0097934651828144,0.6342625333333333,0.464742568,0.10438640425,0.5155,0.4640684265,0.40271689,0.1501197275
884.7,0.0098237343277271,0.6344428499999999,0.46459974,0.103896395,0.5156499999999999,0.46614561499999996,0.403311575,0.151184025
894.88,0.0098458723729623,0.6307408000000003,0.46413699199999997,0.10333239400000001,0.515956,0.468494084,0.40451974,0.15256847999999998
905.05,0.0098483807368966,0.6315549375000002,0.46368523999999994,0.10266405,0.51625,0.47083493,0.4063487,0.15386928749999998
932.64,0.0097808492297232,0.6194978222222216,0.462938864,0.09740491000000003,0.51635,0.47852241199999995,0.41301190000000004,0.158259
942.73,0.0097569323356666,0.6026187374999996,0.46230069199999996,0.09465598275,0.51640475,0.48156950250000014,0.415523455,0.1601153575
952.82,0.0097474807830455,0.5877044999999985,0.46094288800000005,0.09213618199999998,0.51635,0.4837838710000002,0.417982125,0.16199766499999999
962.91,0.009749255623244,0.5681546125000002,0.45870910600000003,0.09001412775000003,0.5171,0.4872318535000001,0.41985540999999993,0.1634545675
972.99,0.0097415294293813,0.5609240124999999,0.455445824,0.08813786599999998,0.516798,0.49026231849999996,0.4229131525,0.16532803249999997
983.08,0.0097133443036573,0.5588242999999999,0.452301232,0.08655161199999999,0.517054,0.493379476,0.42472144000000006,0.16692435
993.17,0.0096722569999632,0.5691338750000001,0.450658104,0.08519704075000001,0.5171,0.4956853845,0.426469945,0.16855558999999998
1003.3,0.0096306712499999,0.5832789500000003,0.45081703999999995,0.08401885999999999,0.517065,0.4978883549999999,0.42847794999999994,0.17046532500000003
1013.3,0.0095962106999999,0.5915330499999985,0.45286521999999996,0.08306735,0.517165,0.499327845,0.428734625,0.17197915000000003
1023.4,0.0095693068545454,0.6043880444444444,0.45677084,0.08234860000000001,0.5171,0.50088069,0.42913794999999993,0.17317885
1033.49,0.0095509820079999,0.6109108222222223,0.46118100600000006,0.08163210525,0.5171255,0.5033246299999998,0.42908923,0.1746969875
1043.59,0.0095413406096,0.6178634000000005,0.46484743599999995,0.0812465685,0.51811675,0.5025216210000001,0.4284866525,0.175469125
1053.69,0.0095403465738799,0.626663999999996,0.4675048220000001,0.0807879585,0.51852325,0.5022046500000005,0.42849271750000006,0.17735218500000002
1063.79,0.00953616921558,0.6266081625000008,0.46918832600000004,0.08050284449999999,0.5198499999999999,0.5039078504999999,0.4284567375,0.179289675
1073.89,0.009515357466,0.627732525,0.47004561599999994,0.08047105950000001,0.52079175,0.5047460500000012,0.42890039750000003,0.18127642000000008
1083.99,0.0094846979519999,0.6268691624999999,0.470384122,0.08046304224999999,0.5209995000000001,0.5053518410000001,0.42830677,0.18352527249999998
1094.09,0.009452658734,0.6242562375,0.46992831400000007,0.08073568924999999,0.5226500000000001,0.5062264149999993,0.42732518499999994,0.184338555
1104.19,0.009427468488,0.6169396374999989,0.469168528,0.08094039875,0.52318325,0.5063154325,0.42748857250000005,0.18600982
1114.19,0.009412303442,0.6075377375000008,0.467956328,0.08129371750000002,0.5236737499999999,0.5058757635,0.427182425,0.18676573750000006
1124.28,0.0094035572799999,0.5994507999999996,0.46622932,0.08162108800000001,0.524371,0.5075975379999998,0.42781969999999997,0.18799794
1134.38,0.009397555952,0.5700450666666651,0.46307233999999997,0.081971012,0.5246785,0.50750549,0.42702427,0.188592005
1144.48,0.009390452552,0.5268778666666654,0.45736407999999995,0.082372608,0.526124,0.5085339959999999,0.42631166000000004,0.1891799
1154.58,0.00937864024,0.49481128888888953,0.44765850400000007,0.0826457525,0.526732,0.5092829,0.42654833000000003,0.19041473
1164.68,0.0093623860323605,0.48099159999999996,0.43567129599999993,0.082888175,0.5278660000000001,0.5093463139999995,0.42771708,0.19189108000000002
1174.77,0.0093463695872399,0.47286587500000116,0.42388555399999983,0.08306807150000001,0.528977,0.5104918500000001,0.4305641825,0.19438819
1184.87,0.0093355529652192,0.46775761249999875,0.4134240920000001,0.08318536375,0.5295759999999999,0.5116716695000005,0.4340530099999999,0.1969528575
1194.97,0.0093336305599999,0.46273185000000006,0.406178086,0.083361574,0.5305,0.511790303,0.43702737,0.1998476875
1205.07,0.0093282368159999,0.46635946249999993,0.40524858599999997,0.08360114225000001,0.5308,0.5122334634999999,0.4389734775,0.20095534
1215.17,0.0093080886979999,0.4675024625000001,0.40730369,0.08386997225000001,0.53104625,0.51231156,0.440552245,0.20298208000000004
1225.17,0.009280459722,0.475054425,0.411018444,0.08420398575,0.531517,0.5137122855,0.44081423999999997,0.20435089500000003
1235.27,0.0092530209759999,0.48306158749999983,0.41707049199999996,0.08453310575,0.5317,0.5151024199999997,0.43994227750000003,0.20528323750000002
1245.36,0.009234338164,0.4919237777777781,0.423614096,0.084857928,0.5318499999999999,0.5154635159999994,0.43926292,0.20695518
1255.46,0.009230192816,0.49504002222222065,0.428524836,0.085289297,0.5323,0.515442927,0.43786227,0.20703299
1265.56,0.009223717764,0.49585093333333247,0.43333695199999994,0.085604584,0.5326,0.515408738,0.43640917000000007,0.20698412000000002
1275.66,0.00920353060116,0.4978169777777801,0.4366597120000001,0.086122861,0.53285,0.5166613850000001,0.436208875,0.20688838
1285.76,0.0091742986591,0.4911011999999993,0.43765147200000004,0.08659611799999999,0.533,0.5169667080000009,0.43688852,0.20787078000000003
1295.86,0.00914117584308,0.47938727500000167,0.43709548800000003,0.08696490800000001,0.53315,0.5183794719999996,0.439054725,0.209349345
1305.96,0.00910908908304,0.4638946999999996,0.43453139200000007,0.08748529400000002,0.53315,0.520373126,0.44109757,0.21113683
1316.05,0.0090807993612399,0.44393050000000117,0.4295806500000001,0.08814589125,0.5328462500000001,0.5182097524999999,0.441923225,0.21278315
1326.05,0.00905741812166,0.4229153500000015,0.42182202000000024,0.08898796375000001,0.5314775,0.5206393649999983,0.4452280875,0.214777725
1336.15,0.00903934951044,0.39369262500000224,0.41088341000000017,0.08982336250000002,0.5301,0.5178882025,0.44670733749999997,0.21694046250000001
1346.25,0.0090277054173999,0.3734197375000009,0.39769899999999975,0.09097385624999998,0.529,0.5148125425000002,0.4464638125,0.2181005
1356.35,0.00902309319506,0.3530935333333337,0.3837707300000004,0.09176572625000001,0.526,0.5185050975000006,0.4492007,0.22000918749999995
1366.45,0.0090239347745,0.3302264444444438,0.36990159999999966,0.09251383125000001,0.5240775,0.5187141475000001,0.4473744375,0.2204848125
1376.55,0.0090270328799999,0.2947583333333336,0.35725510000000005,0.09338057874999998,0.5221250000000001,0.5137363250000005,0.4468588375,0.22096504999999997
1386.65,0.00902911237,0.24546433333333306,0.3444483599999999,0.09382077250000001,0.5191749999999999,0.5020779549999995,0.4463850499999999,0.22092549999999994
1396.74,0.00902689856,0.1958425,0.32783564400000015,0.0943151155,0.5075475,0.4879975749999999,0.44392552,0.220285575
1406.84,0.009017484272,0.15816059999999998,0.3054763040000004,0.09490141099999999,0.4939,0.4803997420000001,0.4442689,0.22112871999999997
1416.94,0.0090009561107222,0.13682019999999973,0.2788218640000002,0.09555565000000002,0.4847949999999999,0.48773966200000046,0.444467055,0.221727795
1426.94,0.00897958122674,0.12854427500000068,0.24521325999999982,0.096307073,0.4815,0.5047093539999999,0.446254945,0.22352955500000002
1437.04,0.00895503891792,0.12543694999999902,0.21612889600000035,0.097327096,0.4805,0.5129703720000001,0.44875168,0.2253453
1447.14,0.0089296450137599,0.12308807499999999,0.19885211999999972,0.09823778899999999,0.4795,0.5177629340000004,0.45035473,0.22646314500000003
1457.23,0.00890537305804,0.12493939999999965,0.19124454400000004,0.0992127245,0.4815,0.5178811450000002,0.452284425,0.22752292500000001
1467.33,0.00888282091698,0.1275774555555555,0.189647592,0.10014706699999998,0.4854,0.520030235,0.45432362249999997,0.22912576999999998
1477.43,0.008861904478,0.13284202222222272,0.1959454339999999,0.10096853625,0.4888,0.5212981764999997,0.4552044325,0.23036557000000002
1487.53,0.008842480586,0.13968756666666665,0.20506763600000014,0.10189426875,0.492,0.5235414230000003,0.4551010875,0.2307933325
1497.63,0.008824413846,0.14917221111111065,0.21259583599999995,0.102604056,0.49660375000000007,0.5272479375000029,0.45650721,0.23223543000000005
1507.73,0.008807439198,0.1583103125000011,0.21839720600000004,0.10352574250000002,0.4993,0.5272049080000001,0.45750304999999997,0.2327060575
1517.83,0.008790441896,0.1671083125000001,0.22302248399999997,0.1043896785,0.502415,0.5303635229999999,0.4584927325,0.23365754999999996
1527.92,0.00877189438,0.17568660000000041,0.22981531200000008,0.10516950799999998,0.503984,0.5304319479999999,0.46057696000000004,0.23527009999999998
1537.92,0.0087502944132431,0.18542760000000025,0.23700646400000006,0.10610981600000002,0.505,0.5302044999999984,0.4619081200000001,0.23628570000000004
1548.02,0.0087238961872697,0.1944276999999989,0.24625634800000024,0.10695903799999999,0.507,0.533569215,0.46345559,0.23780316499999998
1558.12,0.0086922475333255,0.1998384999999997,0.25931176800000016,0.10779234599999998,0.51025,0.537311238,0.46569987999999995,0.23899810999999993
1568.22,0.0086591637373424,0.20752584999999962,0.276791108,0.10861234400000001,0.5123435,0.535777542,0.467470685,0.24008445499999997
1578.32,0.0086309339885714,0.2159956,0.2957196799999998,0.10945994,0.5139,0.5341840159999999,0.46803540000000005,0.24085825999999996
1588.42,0.0086147054,0.22088520000000006,0.3126114000000001,0.11020944149999999,0.5146,0.5380452849999999,0.4680555,0.241349955
1598.51,0.0086144604542856,0.22973547777777778,0.32752513600000005,0.11104764624999999,0.515,0.5375590814999994,0.46867835,0.2419468825
1608.61,0.00863725216,0.2354088777777788,0.3413016939999999,0.11187094649999998,0.515,0.5397959735,0.4695662625,0.24300062000000003
1618.71,0.0086677902448463,0.2412164000000001,0.35455843000000026,0.11270066275,0.5152935000000001,0.539789655,0.47055244500000004,0.24363617250000005
1628.81,0.00868746018,0.24493046249999983,0.36703410799999997,0.11372054699999996,0.515,0.5403814779999999,0.47203617000000003,0.244507955
1638.81,0.0086794461639308,0.25002482499999995,0.3776908539999999,0.11461457749999998,0.515,0.541533237,0.4733283625,0.24554523999999997
1648.9,0.0086239990431428,0.25462560000000095,0.3865837,0.11579627,0.5148875,0.5444091699999988,0.474090175,0.245712225
1659.0,0.0085267971538263,0.2537448,0.39308499999999996,0.11715742499999998,0.514625,0.54306389,0.4757875,0.246631
1669.1,0.008465186257153,0.25493472500000025,0.39624123999999994,0.11855354,0.5145,0.5429842349999981,0.477795775,0.2478294
1679.2,0.0084618747036837,0.25137809999999994,0.39469135999999994,0.12021834999999999,0.51425,0.5469250199999984,0.4790885,0.2486105
1689.3,0.0084852355374999,0.2483110749999993,0.3870754000000002,0.12153738750000001,0.51225,0.5446958599999999,0.480852675,0.250040775
1699.4,0.0085131761999999,0.24413302222222197,0.3716841199999997,0.12247227000000002,0.5108699999999999,0.54364471,0.48273589999999994,0.2512778
1709.5,0.0085233229192749,0.2390128,0.3490122000000001,0.12310841249999999,0.508,0.5442232749999998,0.48300449999999995,0.251915
1719.6,0.008514087047138,0.23373488888888888,0.32073368000000013,0.12327428,0.5047,0.5464094599999999,0.48276399999999997,0.2526235
1729.7,0.0084902448499999,0.23073272499999886,0.29088442,0.12343812750000002,0.503,0.5432229400000003,0.482577625,0.25261512499999994
1739.7,0.0084560034249999,0.22666732500000009,0.2665530199999998,0.12349270749999999,0.50135,0.5462957350000001,0.48207619999999995,0.25269325
1749.79,0.0084141275125,0.21974313749999994,0.2511298980000001,0.12352891975000001,0.5008,0.5506186645000001,0.4835672575,0.2526702425
1759.89,0.0083696115945073,0.21346216249999994,0.24419185199999993,0.12374300075,0.4993,0.5457400400000001,0.48571557750000005,0.25363089749999995
1769.99,0.0083248927917551,0.211169775,0.24663093599999997,0.12380753224999999,0.49890125,0.5468695455,0.4868901225,0.25437612000000004
1780.09,0.0082818812887249,0.20854145000000082,0.2574491779999999,0.12386059925,0.49836625000000007,0.5459221875,0.4886881825,0.2552708275
1790.19,0.0082433404267999,0.2077037500000001,0.2704677380000001,0.12384617799999999,0.496245,0.5465856965,0.49004157500000006,0.25652987750000006
1800.29,0.0082109135100224,0.20557772499999918,0.28293093599999997,0.12370318725,0.494947,0.5463841864999993,0.49170665999999996,0.2574811275
1810.38,0.0081853696637599,0.20689280000000002,0.29535708800000016,0.1235561545,0.49165000000000003,0.5427602090000001,0.4957085850000001,0.2595183
1820.48,0.0081648964754499,0.207286622222222,0.3048380159999999,0.12352187,0.486876,0.5487696959999994,0.49814785999999994,0.2603077
1830.58,0.0081469683882,0.20716755555555563,0.30881346800000004,0.123299829,0.4783875,0.5506982490000015,0.500553725,0.261543445
1840.58,0.0081289971300199,0.20358708888888888,0.30619928799999996,0.12305514349999999,0.4704,0.5477054339999999,0.503348445,0.26292105
1850.68,0.0081078968052399,0.1942956,0.29572487199999975,0.123002313,0.46372599999999997,0.54785324,0.5010073399999999,0.26211928
1860.78,0.0080815814742,0.17988709999999986,0.27544380800000007,0.12248685599999999,0.44683000000000006,0.545505075,0.49802507500000004,0.26169682
1870.87,0.0080486952674773,0.1526986249999995,0.24762746400000032,0.12179341575000001,0.4319,0.5375252345,0.49616164,0.26203047
1880.98,0.0080081298659999,0.1193646499999999,0.21468701200000032,0.12099577000000002,0.41255,0.5264233150000008,0.49391788000000003,0.262507385
1891.07,0.007959060413,0.09073345000000001,0.1802464380000002,0.1196394925,0.39693000000000006,0.5095701334999989,0.4930509025,0.26329655
1901.17,0.0079005414389999,0.07402000000000004,0.1479919399999998,0.11848590599999999,0.3888834999999999,0.49658755299999957,0.49173527499999997,0.26377310249999997
1911.27,0.007835829253,0.06776663749999935,0.12095374200000006,0.11762938225000003,0.37584125,0.48900497300000006,0.4896143200000001,0.2627750375
1921.37,0.0077746443059999,0.06545176666666674,0.09942262800000007,0.116600903,0.3598725000000001,0.4881025795,0.4874607800000001,0.26127166
1931.47,0.0077293402662726,0.06515323333333335,0.08380327199999989,0.11603221600000001,0.3564,0.491343664,0.4889198875,0.26169197
1941.57,0.0077111430194199,0.06612652222222218,0.07476311400000014,0.1156097245,0.35503225,0.49617802600000005,0.4922937125000001,0.262723855
1951.57,0.00770314364318,0.06779698888888869,0.07128697000000005,0.11561483975,0.35514999999999997,0.497776851,0.4953199425,0.2641789975
1961.66,0.0076732629939999,0.0704546888888889,0.07208328800000002,0.11592934450000002,0.35978450000000006,0.501898704000001,0.4985831150000001,0.2660865000000001
1971.76,0.007616686885831,0.07254979999999998,0.076516864,0.11639897999999999,0.362958,0.5047010759999998,0.5024924399999999,0.26816116
1981.86,0.00754425985,0.07668804999999988,0.10640195636363618,0.11696584400000001,0.37679999999999975,0.5071873699999998,0.5063483599999999,0.269882425
1991.96,0.007467454816,0.07969069999999993,0.15102463394957966,0.117281746,0.3890200000000001,0.5158191570526319,0.5103118799999999,0.2715137999999999
2002.06,0.0073975356213037,0.08435234999999994,0.21433714333333337,0.117590325,0.4007950000000002,0.5105097431999999,0.5155935150000002,0.27331106499999996
2012.15,0.0073408097212,0.08869677499999967,0.2971740592857145,0.1178763425,0.41084375,0.5096854486956528,0.51880555,0.2743752750000001
2022.25,0.00729628623423,0.0916219,0.33453062126760624,0.1179383125,0.4166187499999998,0.515521204724409,0.5223169375000001,0.275710875
2032.35,0.0072608508289999,0.09379296666666653,0.35669198902777777,0.11789218875,0.42199999999999993,0.5126492391044787,0.5267987875,0.27756653749999993
2042.45,0.0072312342855099,0.09629548888888889,0.3705399055944036,0.1177854375,0.425,0.5197817295384607,0.5295665874999999,0.27896886249999997
2052.45,0.0072044303987699,0.09849903333333336,0.3801318858904109,0.11735404500000003,0.42629624999999993,0.5161830361194025,0.5329481874999998,0.28041369999999993
2062.55,0.0071766322290998,0.10174923333333338,0.3799783667567567,0.11699126124999999,0.4302250000000001,0.5208073919999994,0.535418958677686,0.2811403099173554
2072.65,0.0071447892868127,0.10369846666666663,0.36502767546099285,0.1165998875,0.43178,0.5165263594074103,0.5361881977611941,0.2806528731343284
2082.75,0.0071055639499999,0.1049999625000001,0.26361490000000304,0.116031925,0.43349375,0.5489712324444451,0.537421090909091,0.280373590909091
2092.84,0.0070556662239999,0.1086548,0.24532743999998383,0.11577697699999999,0.439352,0.5536508740229944,0.5379845476190476,0.2805812619047621
2102.94,0.0069918299719999,0.10969447499999976,0.23958686945055227,0.11566888600000001,0.4467933333333333,0.5510446231460643,0.5383793023255814,0.2807991046511628
2113.04,0.006914818368,0.11194009999999999,0.2361722547826057,0.11583235199999999,0.4465655555555556,0.5512698252631579,0.5393937906976743,0.28114793023255813
2123.14,0.006830322822,0.11464440000000009,0.22841677213482361,0.11623667099999997,0.44325000000000003,0.5509379813043511,0.5399865172413792,0.28165660344827587
2133.24,0.006745235064,0.11754709999999999,0.2139730902127715,0.11646761,0.44065,0.5535693399999989,0.5411586363636364,0.2818164090909092
2143.34,0.00666649656,0.11913204444444443,0.21684328395604638,0.11619170150000002,0.4317111111111108,0.5459392483870941,0.5425880454545454,0.28234695454545455
2153.34,0.0066013882939999,0.12214822222222255,0.20874052215053693,0.11576359699999998,0.42574999999999996,0.5309560079999991,0.5428562777777778,0.28281300000000015
2163.43,0.006548517793,0.12408846666666662,0.1971645614736833,0.11471550000000004,0.4256,0.5221787008695646,0.5439784,0.2829337
2173.53,0.0065004665549999,0.12547259999999874,0.1888841898901099,0.11382014350000001,0.4316,0.5163691543478263,0.5447592197802198,0.28283586263736277
2183.63,0.0064475496400164,0.12685644444444372,0.1851856323913043,0.11309524125000002,0.4326,0.5054832784946239,0.5446639456521739,0.28258464130434774
2193.73,0.00637996491348,0.12941545000000015,0.18244032043478262,0.11215273225,0.43135,0.4914706755789518,0.5441874782608696,0.2814954130434785
2203.83,0.0062893911096867,0.12951203750000004,0.17570684723404337,0.11170436850000003,0.426,0.47671982040816363,0.5437546451612904,0.28137943548387084
2213.93,0.00620055891276,0.13046475000000093,0.1681376981052636,0.11092929575000002,0.4156277777777781,0.4892136416161624,0.5434078631578947,0.2819640894736842
2224.03,0.0061405877260171,0.12983911250000058,0.16898924812500007,0.11032119775,0.40290000000000004,0.5169934328571417,0.5435949166666666,0.2834405416666667
2234.12,0.00609992429824,0.12804355000000023,0.18128133999999965,0.11011995900000002,0.38866200000000056,0.5194249120000008,0.5438384226804124,0.2845303041237114
2244.22,0.0060625745622299,0.12561744999999985,0.1857811769072165,0.1097330765,0.36970000000000003,0.5172398226804122,0.5438436907216495,0.28535494329896904
2254.22,0.00601342363394,0.1198654,0.18527494244897966,0.10962510599999999,0.35505,0.5165143751515197,0.5439334693877551,0.28572122448979587
2264.32,0.00594601990921,0.11488240000000105,0.1785999373737369,0.10964737199999997,0.33937999999999996,0.5161686101010099,0.5453279999999999,0.28634750000000003
2274.42,0.00586604098786,0.11174546666666675,0.1808293504000001,0.109222912,0.3205939999999999,0.5178964583838384,0.54603594,0.28658321
2284.52,0.0057801753092199,0.10936213333333333,0.190894144,0.10908422200000002,0.29955727272727284,0.5165235069999999,0.54452158,0.28644427999999994
2294.61,0.0056952251453599,0.1062129222222216,0.19691803941176472,0.10881628075000001,0.2836045454545457,0.5128039600000001,0.542136656862745,0.2862132647058824
2304.71,0.0056174738929399,0.10381625000000033,0.20067642520000215,0.10861784025000001,0.27315,0.5066891694000003,0.541800656862745,0.28602187254901956
2314.81,0.0055473331003199,0.10184532500000004,0.19962931126213596,0.10817188674999999,0.26335,0.4989914594117634,0.5416185922330098,0.28553284951456304
2324.91,0.0054786468441184,0.10075875000000001,0.19680450117647286,0.1080286325,0.2529,0.4901855744000034,0.5430196666666666,0.2851086666666667
2335.01,0.0054047320619999,0.09851258749999994,0.1946974099999999,0.10746155425000004,0.2444,0.4851867327999992,0.5436920380952381,0.28416576666666665
2345.11,0.005318748288,0.09550087500000058,0.1809078572815513,0.10732970274999998,0.24675800000000137,0.479794468,0.544030283018868,0.28402140566037737
2355.21,0.0052145946569999,0.09437200000000003,0.18161491607476293,0.10726070950000001,0.2770699999999994,0.4753301790291225,0.544866523364486,0.28518375700934573
2365.2,0.00509591356,0.09245099999999935,0.16872096000000122,0.10698234000000001,0.3162699999999994,0.47640429692307684,0.5461972149532711,0.28683722429906544
2375.3,0.004970301031082,0.089780225,0.14975732571428713,0.107251745,0.3367909090909092,0.48054979529411673,0.5470092222222223,0.2877987777777776
2385.4,0.0048497417441794,0.0885157333333324,0.13627781230769273,0.10713584999999999,0.34075,0.4788570422429906,0.547725,0.28805890909090914
2395.5,0.0047494318144669,0.08693239999999995,0.11833493081081076,0.10678334999999999,0.34195,0.480207769724771,0.5486504054054054,0.288710445945946
